		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 1.205078	M = 625	N = 8	m = 9	n = 5000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000100011    3    0    3    0    0    1    2    1  9.758022 0.282422 SUCCESS  16
000100101    1    1    0    1    0    1    0    2  4.369506 0.822342 SUCCESS  17
000100111    0    1    0    1    0    1    2    2  4.869301 0.771450 SUCCESS  18
000101001    0    3    0    0    0    1    0    2  9.453511 0.305493 SUCCESS  19
000101011    1    0    2    3    0    2    0    4 14.146948 0.078015 SUCCESS  20
000101101    1    3    0    0    1    1    1    1  5.369096 0.717496 SUCCESS  21
000101111    1    0    0    1    1    1    3    0  6.563969 0.584321 SUCCESS  22
000110011    1    2    2    0    2    1    1    0  4.174222 0.841072 SUCCESS  23
000110101    1    1    0    1    2    1    1    1  1.979759 0.981626 SUCCESS  24
000110111    1    1    2    2    0    0    0    1  4.869301 0.771450 SUCCESS  25
000111001    3    0    1    1    3    2    1    1  7.368275 0.497469 SUCCESS  26
000111011    3    0    2    1    2    2    2    2  6.673196 0.572267 SUCCESS  27
000111101    1    5    1    0    1    1    1    0 14.842027 0.062291 SUCCESS  28
000111111    1    3    1    2    2    1    0    0  6.368685 0.606007 SUCCESS  29
001000011    0    0    0    1    1    1    1    1  3.869712 0.868683 SUCCESS  30
001000101    1    0    1    1    1    2    1    0  3.174633 0.922925 SUCCESS  31
001000111    3    0    2    0    0    3    2    1 10.257817 0.247395 SUCCESS  32
001001011    3    1    0    1    1    1    0    2  5.868891 0.661915 SUCCESS  33
001001101    1    0    1    4    0    1    3    0 13.147358 0.106879 SUCCESS  34
001001111    1    3    2    1    4    2    1    3 13.256585 0.103321 SUCCESS  35
001010011    0    3    0    0    0    1    0    2  9.453511 0.305493 SUCCESS  36
001010101    1    2    1    4    2    3    2    1 11.062122 0.198204 SUCCESS  37
001010111    0    0    1    3    0    1    1    3  9.258227 0.320983 SUCCESS  38
001011011    2    1    0    1    0    3    1    3  8.563148 0.380476 SUCCESS  39
001011101    1    1    1    1    0    0    1    0  3.869712 0.868683 SUCCESS  40
001011111    0    1    2    0    1    0    3    1  7.063764 0.529769 SUCCESS  41
001100101    1    3    0    0    2    3    2    0 10.257817 0.247395 SUCCESS  42
001100111    0    2    4    0    1    1    1    1  9.758022 0.282422 SUCCESS  43
001101011    2    0    0    1    4    1    4    1 16.341411 0.037746 SUCCESS  44
001101101    1    0    1    2    1    0    1    0  4.369506 0.822342 SUCCESS  45
001101111    2    0    3    0    0    2    2    2  8.563148 0.380476 SUCCESS  46
001110101    4    1    3    1    1    1    1    1  9.562738 0.297066 SUCCESS  47
001110111    1    0    2    1    1    2    3    3  7.868069 0.446463 SUCCESS  48
001111011    1    6    1    0    1    0    2    1 22.620289 0.003888 FAILURE  49
001111101    2    0    2    0    2    2    0    1  5.868891 0.661915 SUCCESS  50
001111111    2    2    1    2    3    0    1    3  8.367864 0.398385 SUCCESS  51
010000011    3    1    2    2    4    1    1    4 17.145716 0.028627 SUCCESS  52
010000111    0    1    4    0    0    2    1    1 10.952895 0.204383 SUCCESS  53
010001011    1    1    0    1    1    1    2    1  1.979759 0.981626 SUCCESS  54
010001111    4    1    1    0    3    1    1    0 11.952485 0.153337 SUCCESS  55
010010011    2    2    3    0    3    2    1    0  9.562738 0.297066 SUCCESS  56
010010111    3    1    2    1    1    0    2    2  5.673606 0.683739 SUCCESS  57
010011011    1    1    2    2    0    2    1    1  2.979349 0.935647 SUCCESS  58
010011111    1    2    1    2    5    2    1    3 16.645922 0.034015 SUCCESS  59
010100011    0    1    1    1    4    1    1    3 10.757611 0.215815 SUCCESS  60
010100111    1    2    0    1    2    1    0    1  3.674427 0.885239 SUCCESS  61
010101011    0    4    1    4    2    2    1    1 15.646332 0.047731 SUCCESS  62
010101111    1    1    0    4    1    3    0    2 12.452280 0.132136 SUCCESS  63
010110011    5    3    1    1    2    1    1    3 18.340590 0.018813 SUCCESS  64
010110111    0    1    0    0    3    1    2    2  7.563559 0.477220 SUCCESS  65
010111011    1    0    1    2    0    1    2    0  4.869301 0.771450 SUCCESS  66
010111111    0    2    1    2    1    0    2    0  5.369096 0.717496 SUCCESS  67
011000111    3    3    2    1    3    0    3    1 12.756790 0.120496 SUCCESS  68
011001111    2    2    3    1    0    0    1    2  6.868480 0.550887 SUCCESS  69
011010111    4    2    1    0    3    3    2    0 15.646332 0.047731 SUCCESS  70
011011111    1    0    0    0    1    1    3    2  7.063764 0.529769 SUCCESS  71
011101111    2    0    3    1    1    0    3    0  9.758022 0.282422 SUCCESS  72
011111111    2    1    1    1    0    0    1    1  3.174633 0.922925 SUCCESS  73
100000000    0    2    2    3    0    2    0    1  8.063354 0.427306 SUCCESS  74
100010000    1    1    0    2    2    0    3    2  6.868480 0.550887 SUCCESS  75
100100000    1    1    0    1    1    1    0    0  3.869712 0.868683 SUCCESS  76
100101000    1    1    1    0    2    1    1    6 21.425416 0.006099 FAILURE  77
100110000    0    0    3    1    0    2    0    1  8.258638 0.408622 SUCCESS  78
100111000    1    1    1    1    1    3    1    0  4.174222 0.841072 SUCCESS  79
101000000    1    0    0    2    0    2    1    0  6.064175 0.640043 SUCCESS  80
101000100    1    1    0    2    1    0    1    4  9.758022 0.282422 SUCCESS  81
101001000    0    1    0    2    0    2    1    0  6.064175 0.640043 SUCCESS  82
101001100    1    2    1    0    0    1    1    0  4.369506 0.822342 SUCCESS  83
101010000    1    0    2    2    2    2    1    1  3.479143 0.900802 SUCCESS  84
101010100    1    0    1    2    1    1    3    0  5.868891 0.661915 SUCCESS  85
101011000    2    2    1    3    0    2    2    2  6.673196 0.572267 SUCCESS  86
101011100    2    2    2    1    1    0    2    3  6.173401 0.627815 SUCCESS  87
101100000    1    3    1    3    2    0    1    1  7.368275 0.497469 SUCCESS  88
101100100    2    0    1    0    1    1    1    1  3.174633 0.922925 SUCCESS  89
101101000    0    0    2    2    1    1    1    1  3.674427 0.885239 SUCCESS  90
101101100    3    0    0    1    1    2    1    1  5.868891 0.661915 SUCCESS  91
101110000    2    0    2    0    1    0    0    2  6.563969 0.584321 SUCCESS  92
101110100    1    1    1    1    0    0    0    1  3.869712 0.868683 SUCCESS  93
101111000    3    0    2    0    1    2    2    3  9.562738 0.297066 SUCCESS  94
101111100    0    1    1    0    3    1    0    2  7.063764 0.529769 SUCCESS  95
110000000    1    2    2    2    1    2    0    1  3.479143 0.900802 SUCCESS  96
110000010    1    1    1    1    2    1    2    0  2.479554 0.962678 SUCCESS  97
110000100    3    1    3    0    1    0    2    1  8.563148 0.380476 SUCCESS  98
110001000    1    1    1    3    1    1    2    2  3.978938 0.859019 SUCCESS  99
110001010    1    1    1    3    0    0    0    2  7.063764 0.529769 SUCCESS 100
110010000    1    0    1    0    1    2    0    0  5.564380 0.695897 SUCCESS 101
110010010    2    0    1    0    3    0    1    0  8.258638 0.408622 SUCCESS 102
110010100    1    1    2    0    2    1    1    5 14.646743 0.066389 SUCCESS 103
110011000    1    1    2    0    2    2    1    0  4.174222 0.841072 SUCCESS 104
110011010    1    2    1    1    2    0    2    2  3.479143 0.900802 SUCCESS 105
110100000    1    0    3    4    2    3    1    1 13.951664 0.083034 SUCCESS 106
110100010    0    2    0    0    0    0    1    3  9.453511 0.305493 SUCCESS 107
110100100    2    1    1    1    1    4    1    0  8.563148 0.380476 SUCCESS 108
110101000    0    0    1    4    2    2    0    2 11.952485 0.153337 SUCCESS 109
110101010    0    2    1    2    1    0    2    0  5.369096 0.717496 SUCCESS 110
110101100    2    1    2    3    1    1    2    0  5.673606 0.683739 SUCCESS 111
110110000    1    3    1    2    3    0    0    0  9.758022 0.282422 SUCCESS 112
110110010    1    1    2    0    1    2    0    1  3.674427 0.885239 SUCCESS 113
110110100    0    1    2    1    1    3    1    1  4.674017 0.791781 SUCCESS 114
110111000    2    1    1    0    2    1    1    1  2.479554 0.962678 SUCCESS 115
110111010    0    0    1    2    1    0    0    2  6.064175 0.640043 SUCCESS 116
110111100    0    1    3    0    1    2    1    2  6.368685 0.606007 SUCCESS 117
111000000    0    1    2    0    0    0    1    0  6.759253 0.562816 SUCCESS 118
111000010    4    3    3    1    2    0    3    4 23.229311 0.003082 FAILURE 119
111000100    2    2    1    1    1    4    3    2 11.062122 0.198204 SUCCESS 120
111000110    3    1    3    1    0    2    1    2  7.868069 0.446463 SUCCESS 121
111001000    0    0    2    0    2    1    0    0  7.259048 0.508959 SUCCESS 122
111001010    2    1    1    1    3    1    1    5 15.646332 0.047731 SUCCESS 123
111001100    1    1    3    0    1    2    1    0  5.868891 0.661915 SUCCESS 124
111010000    2    1    4    2    1    2    0    1  9.562738 0.297066 SUCCESS 125
111010010    2    1    1    0    0    3    3    1  8.563148 0.380476 SUCCESS 126
111010100    2    0    2    1    2    2    0    1  4.674017 0.791781 SUCCESS 127
111010110    2    0    1    1    0    1    2    1  3.674427 0.885239 SUCCESS 128
111011000    1    4    1    3    6    0    2    0 31.897936 0.000097 FAILURE 129
111011010    2    4    2    4    0    4    0    0 24.619468 0.001803 FAILURE 130
111011100    1    0    1    0    1    3    3    2  8.563148 0.380476 SUCCESS 131
111100000    1    2    1    1    3    1    1    0  4.674017 0.791781 SUCCESS 132
111100010    1    2    2    1    1    3    1    2  4.478733 0.811557 SUCCESS 133
111100100    0    0    1    0    2    0    1    0  6.759253 0.562816 SUCCESS 134
111100110    0    1    1    1    2    0    1    0  4.369506 0.822342 SUCCESS 135
111101000    1    2    3    0    1    2    1    1  5.173812 0.738848 SUCCESS 136
111101010    2    0    0    3    1    2    0    1  7.563559 0.477220 SUCCESS 137
111101100    2    3    3    2    3    0    1    1 10.562327 0.227752 SUCCESS 138
111101110    1    0    2    0    1    0    2    2  5.369096 0.717496 SUCCESS 139
111110000    2    3    1    1    4    1    2    1 10.562327 0.227752 SUCCESS 140
111110010    1    0    1    0    2    0    2    3  7.563559 0.477220 SUCCESS 141
111110100    2    1    2    0    1    2    1    0  4.174222 0.841072 SUCCESS 142
111110110    2    1    2    2    3    1    1    1  4.478733 0.811557 SUCCESS 143
111111000    1    3    0    2    1    0    1    2  6.368685 0.606007 SUCCESS 144
111111010    1    2    0    3    1    0    2    1  6.368685 0.606007 SUCCESS 145
111111100    1    3    1    1    2    0    2    3  7.868069 0.446463 SUCCESS 146
111111110    2    1    1    1    0    0    1    1  3.174633 0.922925 SUCCESS 147

